title,gener,year,rating,duration,directors,writers,lead_actors,release_date,locations,user_reviews,critic_reviews,meta_score,url
Cruella,"Adventure,Comedy,Crime",2021,PG-13,2h 14m,Craig Gillespie,"Tony McNamara,Emma Thompson","Emma Stone,Emma Thompson,Joel Fry","May 28, 2021 (United States)",Gunn Films,1.9K,,,https://www.imdb.com/title/tt3228774/?ref_=adv_li_tt
Resident Evil: Welcome to Raccoon City,"Action,Horror,Sci-Fi",2021,R,1h 47m,Johannes Roberts,Robbie Amell,"Kaya Scodelario,Robbie Amell,Hannah John-Kamen","November 24, 2021 (United States)",,1.2K,,,https://www.imdb.com/title/tt6920084/?ref_=adv_li_tt
On the Count of Three,"Comedy,Drama",2021,R,1h 26m,Jerrod Carmichael,"Ryan Welch,Christopher Abbott","Jerrod Carmichael,Christopher Abbott,Tiffany Haddish","May 13, 2022 (United States)",Valparaiso Pictures,34,,,https://www.imdb.com/title/tt11160650/?ref_=adv_li_tt
The Power of the Dog,"Drama,Romance,Western",2021,R,2h 6m,Jane Campion,"Thomas Savage,Kirsten Dunst","Benedict Cumberbatch,Kirsten Dunst,Jesse Plemons","December 1, 2021 (United States)",BBC Films,1.6K,,,https://www.imdb.com/title/tt10293406/?ref_=adv_li_tt
The Innocents,"Drama,Fantasy,Horror",2021,Not Rated,1h 57m,Eskil Vogt,Alva Brynsmo Ramstad,"Rakel Lenora Fløttum,Alva Brynsmo Ramstad,Sam Ashraf","September 3, 2021 (Norway)",Snowglobe Films,121,,,https://www.imdb.com/title/tt4028464/?ref_=adv_li_tt
Venom: Let There Be Carnage,"Action,Adventure,Sci-Fi",2021,PG-13,1h 37m,Andy Serkis,"Tom Hardy,Woody Harrelson","Tom Hardy,Woody Harrelson,Michelle Williams","October 1, 2021 (United States)",Sony Pictures Entertainment (SPE),1.5K,,,https://www.imdb.com/title/tt7097896/?ref_=adv_li_tt
Red Notice,"Action,Comedy,Thriller",2021,PG-13,1h 58m,Rawson Marshall Thurber,Ryan Reynolds,"Dwayne Johnson,Ryan Reynolds,Gal Gadot","November 12, 2021 (United States)",Flynn Picture Company,1.8K,,,https://www.imdb.com/title/tt7991608/?ref_=adv_li_tt
F9: The Fast Saga,"Action,Crime,Thriller",2021,PG-13,2h 23m,Justin Lin,"Justin Lin,Michelle Rodriguez","Vin Diesel,Michelle Rodriguez,Jordana Brewster","June 25, 2021 (United States)",Perfect Storm Entertainment,2.3K,,,https://www.imdb.com/title/tt5433138/?ref_=adv_li_tt
Blood Red Sky,"Action,Adventure,Fantasy",2021,TV-MA,2h 1m,Peter Thorwarth,"Stefan Holtz,Carl Anton Koch","Peri Baumeister,Carl Anton Koch,Alexander Scheer","July 23, 2021 (United States)",Sirena Film,809,,,https://www.imdb.com/title/tt6402468/?ref_=adv_li_tt
The French Dispatch,"Comedy,Drama,Romance",2021,R,1h 47m,Wes Anderson,"Roman Coppola,Adrien Brody","Benicio Del Toro,Adrien Brody,Tilda Swinton","October 22, 2021 (United States)",Studio Babelsberg,611,,,https://www.imdb.com/title/tt8847712/?ref_=adv_li_tt
West Side Story,"Crime,Drama,Musical",2021,PG-13,2h 36m,Steven Spielberg,"Arthur Laurents,Rachel Zegler","Ansel Elgort,Rachel Zegler,Ariana DeBose","December 10, 2021 (United States)",Amblin Partners,735,,,https://www.imdb.com/title/tt3581652/?ref_=adv_li_tt
Operation Mincemeat,"Drama,War",2021,PG-13,2h 8m,John Madden,"Ben Macintyre,Matthew Macfadyen","Colin Firth,Matthew Macfadyen,Kelly Macdonald","May 11, 2022 (United States)",Archery Pictures,255,,,https://www.imdb.com/title/tt1879016/?ref_=adv_li_tt
After We Fell,"Drama,Romance",2021,R,1h 38m,Castille Landon,"Sharon Soboil,Hero Fiennes Tiffin","Josephine Langford,Hero Fiennes Tiffin,Louise Lombard","October 22, 2021 (United States)",Wattpad,212,,,https://www.imdb.com/title/tt13069986/?ref_=adv_li_tt
The Good Boss,"Comedy,Drama",2021,,,Fernando León de Aranoa,Manolo Solo,"Javier Bardem,Manolo Solo,Almudena Amor","August 26, 2022 (United States)",Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),26,,,https://www.imdb.com/title/tt13066182/?ref_=adv_li_tt
Benedetta,"Biography,Drama,History",2021,Unrated,2h 11m,Paul Verhoeven,"Paul Verhoeven,Charlotte Rampling","Virginie Efira,Charlotte Rampling,Daphne Patakia","December 3, 2021 (United States)",France 2 Cinéma,105,,,https://www.imdb.com/title/tt6823148/?ref_=adv_li_tt
The Conjuring: The Devil Made Me Do It,"Horror,Mystery,Thriller",2021,R,1h 52m,Michael Chaves,"James Wan,Vera Farmiga","Patrick Wilson,Vera Farmiga,Ruairi O'Connor","June 4, 2021 (United States)",The Safran Company,1.3K,,,https://www.imdb.com/title/tt7069210/?ref_=adv_li_tt
Kate,"Action,Adventure,Crime",2021,R,1h 46m,Cedric Nicolas-Troyan,Woody Harrelson,"Mary Elizabeth Winstead,Woody Harrelson,Miku Patricia Martineau","September 10, 2021 (United States)",Screen Arcade,586,,,https://www.imdb.com/title/tt7737528/?ref_=adv_li_tt
Raya and the Last Dragon,"Animation,Action,Adventure",2021,PG,1h 47m,Don Hall,"Carlos López Estrada,Adele Lim,Awkwafina","Kelly Marie Tran,Awkwafina,Gemma Chan","March 5, 2021 (United States)",,1.3K,,,https://www.imdb.com/title/tt5109280/?ref_=adv_li_tt
The Tender Bar,Drama,2021,R,1h 46m,George Clooney,"J.R. Moehringer,Tye Sheridan","Ben Affleck,Tye Sheridan,Daniel Ranieri","January 7, 2022 (United States)",Smokehouse Pictures,309,,,https://www.imdb.com/title/tt3108894/?ref_=adv_li_tt
Dear Evan Hansen,"Drama,Musical",2021,PG-13,2h 17m,Stephen Chbosky,"Benj Pasek,Julianne Moore","Ben Platt,Julianne Moore,Kaitlyn Dever","September 24, 2021 (United States)",Universal Pictures,359,,,https://www.imdb.com/title/tt9357050/?ref_=adv_li_tt
Mad God,"Animation,Fantasy,Horror",2021,,,Phil Tippett,Niketa Roman,"Alex Cox,Niketa Roman,Satish Ratakonda","June 16, 2022 (United States)",,124,,,https://www.imdb.com/title/tt15090124/?ref_=adv_li_tt
Poser,"Drama,Music",2021,,,Noah Dixon,"Ori Segev,Bobbi Kitten","Sylvie Mix,Bobbi Kitten,Aujolie Baker","June 3, 2022 (United States)",,2,,,https://www.imdb.com/title/tt11175956/?ref_=adv_li_tt
The Novice,"Drama,Sport,Thriller",2021,R,1h 37m,Lauren Hadaway,Amy Forsyth,"Isabelle Fuhrman,Amy Forsyth,Dilone","December 17, 2021 (Canada)",H2L Media Group,49,,,https://www.imdb.com/title/tt11131464/?ref_=adv_li_tt
Wrong Turn,"Horror,Thriller",2021,R,1h 49m,Mike P. Nelson,Adain Bradley,"Charlotte Vega,Adain Bradley,Bill Sage","February 26, 2021 (United States)",,950,,,https://www.imdb.com/title/tt9110170/?ref_=adv_li_tt
Titane,"Drama,Horror,Sci-Fi",2021,R,1h 48m,Julia Ducournau,"Jacques Akchoti,Agathe Rousselle","Vincent Lindon,Agathe Rousselle,Garance Marillier","October 1, 2021 (United States)",Arte France Cinéma,317,,,https://www.imdb.com/title/tt10944760/?ref_=adv_li_tt
"tick, tick... BOOM!","Biography,Drama,Musical",2021,PG-13,2h,Lin-Manuel Miranda,"Jonathan Larson,Alexandra Shipp","Andrew Garfield,Alexandra Shipp,Robin de Jesus","November 19, 2021 (United States)",,514,,,https://www.imdb.com/title/tt8721424/?ref_=adv_li_tt
Boiling Point,"Drama,Thriller",2021,R,1h 32m,Philip Barantini,"James Cummings,Vinette Robinson","Stephen Graham,Vinette Robinson,Alice Feetham","January 7, 2022 (United Kingdom)",White Hot Productions,209,,,https://www.imdb.com/title/tt11127680/?ref_=adv_li_tt
The Legend of Molly Johnson,"Drama,History,Thriller",2021,,,Leah Purcell,Rob Collins,"Leah Purcell,Rob Collins,Sam Reid","August 19, 2022 (United States)",,22,,,https://www.imdb.com/title/tt11162490/?ref_=adv_li_tt
The Last Letter from Your Lover,"Drama,Romance",2021,TV-MA,1h 50m,Augustine Frizzell,"Esta Spalding,Joe Alwyn","Shailene Woodley,Joe Alwyn,Wendy Nottingham","July 23, 2021 (United States)",Canal+,186,,,https://www.imdb.com/title/tt1893273/?ref_=adv_li_tt
The Mauritanian,"Biography,Drama,Thriller",2021,R,2h 9m,Kevin Macdonald,"Rory Haines,Nouhe Hamady Bari","Tahar Rahim,Nouhe Hamady Bari,Saadna Hamoud","March 2, 2021 (United States)",BBC Films,358,,,https://www.imdb.com/title/tt4761112/?ref_=adv_li_tt
He's All That,"Comedy,Romance",2021,TV-14,1h 28m,Mark Waters,Tanner Buchanan,"Addison Rae,Tanner Buchanan,Madison Pettis","August 27, 2021 (United States)",Netflix,866,,,https://www.imdb.com/title/tt4590256/?ref_=adv_li_tt
Judas and the Black Messiah,"Biography,Drama,History",2021,R,2h 6m,Shaka King,"Shaka King,LaKeith Stanfield","Daniel Kaluuya,LaKeith Stanfield,Jesse Plemons","February 12, 2021 (United States)",MACRO,393,,,https://www.imdb.com/title/tt9784798/?ref_=adv_li_tt
Willy's Wonderland,"Action,Comedy,Horror",2021,TV-MA,1h 28m,Kevin Lewis,Emily Tosta,"Nicolas Cage,Emily Tosta,Beth Grant","February 12, 2021 (United States)",Landmark Studio Group,802,,,https://www.imdb.com/title/tt8114980/?ref_=adv_li_tt
Separation,"Drama,Horror,Mystery",2021,R,1h 47m,William Brent Bell,"Josh Braun,Violet McGraw","Rupert Friend,Violet McGraw,Madeline Brewer","April 30, 2021 (United States)",RainMaker Films,104,,,https://www.imdb.com/title/tt9173154/?ref_=adv_li_tt
Space Jam: A New Legacy,"Animation,Adventure,Comedy",2021,PG,1h 55m,Malcolm D. Lee,"Steve Rudnick,Don Cheadle","LeBron James,Don Cheadle,Cedric Joe","July 15, 2021 (United States)",Proximity Media,1.9K,,,https://www.imdb.com/title/tt3554046/?ref_=adv_li_tt
The Feast,"Drama,Horror,Mystery",2021,,,Lee Haven Jones,Nia Roberts,"Annes Elwy,Nia Roberts,Julian Lewis Jones","November 19, 2021 (United States)",Great Point Media,52,,,https://www.imdb.com/title/tt10738906/?ref_=adv_li_tt
Cyrano,"Drama,Musical,Romance",2021,PG-13,2h 3m,Joe Wright,"Edmond Rostand,Haley Bennett","Peter Dinklage,Haley Bennett,Kelvin Harrison Jr.","February 25, 2022 (United States)",BRON Studios,176,,,https://www.imdb.com/title/tt12889404/?ref_=adv_li_tt
Last Looks,"Action,Comedy,Thriller",2021,R,1h 50m,Tim Kirkby,Mel Gibson,"Charlie Hunnam,Mel Gibson,Lucy Fry","February 4, 2022 (United States)",Metrol Technology,103,,,https://www.imdb.com/title/tt9244554/?ref_=adv_li_tt
The Dunes,Thriller,2021,,,Martin Copping,,"Alexandra Davies,Tim Phillipps,Martin Copping","December 11, 2021 (Australia)",,54,,,https://www.imdb.com/title/tt6910678/?ref_=adv_li_tt
Wolf,"Drama,Mystery,Thriller",2021,R,1h 39m,Nathalie Biancheri,Lily-Rose Depp,"Paddy Considine,Lily-Rose Depp,George MacKay","February 18, 2022 (Poland)",Kreo Films FZ,61,,,https://www.imdb.com/title/tt10698174/?ref_=adv_li_tt
Vivo,"Animation,Adventure,Comedy",2021,PG,1h 35m,Kirk DeMicco,"Brandon Jeffords,Quiara Alegría Hudes,Ynairaly Simo","Lin-Manuel Miranda,Ynairaly Simo,Zoe Saldana","August 6, 2021 (United States)",,240,,,https://www.imdb.com/title/tt6338498/?ref_=adv_li_tt
Munich: The Edge of War,"Biography,Drama,History",2021,PG-13,2h 10m,Christian Schwochow,"Robert Harris,Jannis Niewöhner","George MacKay,Jannis Niewöhner,Jeremy Irons","January 21, 2022 (United States)",,250,,,https://www.imdb.com/title/tt7475578/?ref_=adv_li_tt
Snake Eyes,"Action,Adventure,Crime",2021,PG-13,2h 1m,Robert Schwentke,"Joe Shrapnel,Andrew Koji","Henry Golding,Andrew Koji,Haruka Abe","July 23, 2021 (United States)",Skydance Media,671,,,https://www.imdb.com/title/tt8404256/?ref_=adv_li_tt
The Tragedy of Macbeth,"Drama,Mystery,Thriller",2021,R,1h 45m,Joel Coen,"William Shakespeare,Frances McDormand","Denzel Washington,Frances McDormand,Alex Hassell","January 14, 2022 (United States)",,306,,,https://www.imdb.com/title/tt10095582/?ref_=adv_li_tt
Midnight in the Switchgrass,"Action,Crime,Thriller",2021,R,1h 39m,Randall Emmett,Megan Fox,"Emile Hirsch,Megan Fox,Bruce Willis","July 23, 2021 (United States)",Pimienta,219,,,https://www.imdb.com/title/tt11656220/?ref_=adv_li_tt
Last Survivors,"Sci-Fi,Thriller",2021,Not Rated,1h 38m,Drew Mylrea,Alicia Silverstone,"Drew Van Acker,Alicia Silverstone,Stephen Moyer","February 3, 2022 (United Arab Emirates)",Fry Cook Productions,78,,,https://www.imdb.com/title/tt13889602/?ref_=adv_li_tt
Ghosts of the Ozarks,"Horror,Mystery,Thriller",2021,,,Matt Glass,"Jordan Wayne Long,Jordan Wayne Long,Phil Morris","Thomas Hobson,Phil Morris,Tara Perry","February 3, 2022 (United States)",,24,,,https://www.imdb.com/title/tt11186952/?ref_=adv_li_tt
Hit the Road,Drama,2021,,,Panah Panahi,Mohammad Hassan Madjooni,"Pantea Panahiha,Mohammad Hassan Madjooni,Rayan Sarlak","March 4, 2022 (Sweden)",,15,,,https://www.imdb.com/title/tt14812782/?ref_=adv_li_tt
Queenpins,"Comedy,Crime",2021,R,1h 50m,Aron Gaudet,"Gita Pullapilly,Gita Pullapilly,Kirby Howell-Baptiste","Kristen Bell,Kirby Howell-Baptiste,Paul Walter Hauser","September 10, 2021 (United States)",Red Hour Films,105,,,https://www.imdb.com/title/tt9054192/?ref_=adv_li_tt
The Deep House,"Drama,Horror,Mystery",2021,TV-MA,1h 25m,Alexandre Bustillo,"Julien Maury,Julien Maury,James Jagger","Camille Rowe,James Jagger,Eric Savin","November 5, 2021 (United States)",Apollo Films,226,,,https://www.imdb.com/title/tt11686490/?ref_=adv_li_tt
Silent Night,"Comedy,Drama,Horror",2021,,,Camille Griffin,Matthew Goode,"Keira Knightley,Matthew Goode,Roman Griffin Davis","December 3, 2021 (United States)",,259,,,https://www.imdb.com/title/tt11628854/?ref_=adv_li_tt
Cosmic Sin,"Action,Sci-Fi",2021,R,1h 28m,Edward Drake,"Corey Large,Bruce Willis","Frank Grillo,Bruce Willis,Brandon Thomas Lee","March 12, 2021 (United States)",,909,,,https://www.imdb.com/title/tt11762434/?ref_=adv_li_tt
The Electrical Life of Louis Wain,"Biography,Drama,History",2021,PG-13,1h 51m,Will Sharpe,"Will Sharpe,Claire Foy","Benedict Cumberbatch,Claire Foy,Andrea Riseborough","November 5, 2021 (United States)",Shoebox Films,161,,,https://www.imdb.com/title/tt10687506/?ref_=adv_li_tt
Being the Ricardos,"Biography,Drama",2021,R,2h 11m,Aaron Sorkin,Javier Bardem,"Nicole Kidman,Javier Bardem,J.K. Simmons","December 21, 2021 (United States)",Big Indie Pictures,635,,,https://www.imdb.com/title/tt4995540/?ref_=adv_li_tt
Jolt,"Action,Comedy,Crime",2021,R,1h 31m,Tanya Wexler,Jai Courtney,"Kate Beckinsale,Jai Courtney,Stanley Tucci","July 23, 2021 (United States)",Eclectic Pictures,500,,,https://www.imdb.com/title/tt10228134/?ref_=adv_li_tt
Inu-oh,"Animation,Fantasy,Music",2021,PG-13,1h 38m,Masaaki Yuasa,"Akiko Nogi,Mirai Moriyama","Avu-chan,Mirai Moriyama,Tasuku Emoto","August 12, 2022 (United States)",Kawade Shobô Shinsha Publishers,5,,,https://www.imdb.com/title/tt10540510/?ref_=adv_li_tt
How It Ends,Comedy,2021,R,1h 22m,Zoe Lister-Jones,"Daryl Wein,Zoe Lister-Jones,Cailee Spaeny","Zoe Lister-Jones,Cailee Spaeny,Whitney Cummings","July 20, 2021 (United States)",,72,,,https://www.imdb.com/title/tt13648228/?ref_=adv_li_tt
There's Someone Inside Your House,"Horror,Mystery,Thriller",2021,TV-MA,1h 36m,Patrick Brice,"Henry Gayden,Théodore Pellerin","Sydney Park,Théodore Pellerin,Asjha Cooper","October 6, 2021 (United States)",21 Laps Entertainment,253,,,https://www.imdb.com/title/tt8150814/?ref_=adv_li_tt
The Dig,"Biography,Drama,History",2021,PG-13,1h 52m,Simon Stone,"John Preston,Ralph Fiennes","Carey Mulligan,Ralph Fiennes,Lily James","January 29, 2021 (United States)",Clerkenwell Films,534,,,https://www.imdb.com/title/tt3661210/?ref_=adv_li_tt
Pushpa: The Rise - Part 1,"Action,Adventure,Crime",2021,,,Sukumar,"Srikanth Vissa,Fahadh Faasil","Allu Arjun,Fahadh Faasil,Rashmika Mandanna","January 7, 2022 (United States)",,918,,,https://www.imdb.com/title/tt9389998/?ref_=adv_li_tt
Aftermath,"Drama,Horror,Mystery",2021,TV-MA,1h 54m,Peter Winther,,"Ashley Greene,Shawn Ashmore,Jason Liles","August 4, 2021 (United States)",Winther Brothers Entertainment,400,,,https://www.imdb.com/title/tt10691162/?ref_=adv_li_tt
The Resort,Horror,2021,,,Taylor Chien,Brock O'Hurn,"Bianca Haase,Brock O'Hurn,Michael Vlamis","July 12, 2021 (Poland)",,209,,,https://www.imdb.com/title/tt12163074/?ref_=adv_li_tt
The Phantom of the Open,"Comedy,Drama,Sport",2021,PG-13,1h 46m,Craig Roberts,"Scott Murray,Ian Porter","Mark Rylance,Ian Porter,Tommy Fallon","March 18, 2022 (United Kingdom)",British Film Institute (BFI),53,,,https://www.imdb.com/title/tt12572040/?ref_=adv_li_tt
My Son,"Crime,Drama,Mystery",2021,R,1h 35m,Christian Carion,"Laure Irrmann,Claire Foy","James McAvoy,Claire Foy,Tom Cullen","September 15, 2021 (United States)",Sixteen Films,176,,,https://www.imdb.com/title/tt13234058/?ref_=adv_li_tt
Blue Bayou,Drama,2021,R,1h 57m,Justin Chon,Alicia Vikander,"Justin Chon,Alicia Vikander,Mark O'Brien","September 17, 2021 (United States)",,88,,,https://www.imdb.com/title/tt11121664/?ref_=adv_li_tt
Serial (Bad) Weddings 3,Comedy,2021,,,Philippe de Chauveron,,"Christian Clavier,Chantal Lauby,Ary Abittan","April 6, 2022 (France)",TF1 Films Production,3,,,https://www.imdb.com/title/tt10405142/?ref_=adv_li_tt
The Birthday Cake,"Crime,Thriller",2021,R,1h 33m,Jimmy Giannopoulos,"Diomedes Raul Bermudez,Val Kilmer","Shiloh Fernandez,Val Kilmer,Ewan McGregor","June 18, 2021 (United States)",SSS Entertainment,54,,,https://www.imdb.com/title/tt10719958/?ref_=adv_li_tt
Breaking News in Yuba County,"Comedy,Drama,Thriller",2021,R,1h 36m,Tate Taylor,Mila Kunis,"Allison Janney,Mila Kunis,Regina Hall","February 12, 2021 (United States)",Sarma Films,89,,,https://www.imdb.com/title/tt7737640/?ref_=adv_li_tt
Passing,Drama,2021,PG-13,1h 38m,Rebecca Hall,"Nella Larsen,Ruth Negga","Tessa Thompson,Ruth Negga,André Holland","November 10, 2021 (United States)",Flat Five Productions,163,,,https://www.imdb.com/title/tt8893974/?ref_=adv_li_tt
Delicious,"Comedy,Drama,History",2021,,,Éric Besnard,"Nicolas Boukhrief,Isabelle Carré","Grégory Gadebois,Isabelle Carré,Benjamin Lavernhe","September 8, 2021 (France)",France 3 Cinéma,26,,,https://www.imdb.com/title/tt10738536/?ref_=adv_li_tt
Vacation Friends,"Adventure,Comedy",2021,R,1h 43m,Clay Tarver,"Tim Mullen,Yvonne Orji","Lil Rel Howery,Yvonne Orji,John Cena","August 27, 2021 (United States)",,261,,,https://www.imdb.com/title/tt3626476/?ref_=adv_li_tt
Black Box,"Drama,Mystery,Thriller",2021,,,Yann Gozlan,"Yann Gozlan,Lou de Laâge","Pierre Niney,Lou de Laâge,André Dussollier","September 8, 2021 (Belgium)",StudioCanal,35,,,https://www.imdb.com/title/tt10341034/?ref_=adv_li_tt
Mothering Sunday,"Drama,Romance",2021,R,1h 44m,Eva Husson,"Graham Swift,Josh O'Connor","Odessa Young,Josh O'Connor,Colin Firth","March 25, 2022 (United States)",Lipsync Productions,46,,,https://www.imdb.com/title/tt12229370/?ref_=adv_li_tt
Prisoners of the Ghostland,"Fantasy,Horror,Thriller",2021,,,Sion Sono,"Reza Sixo Safai,Sofia Boutella","Nicolas Cage,Sofia Boutella,Nick Cassavetes","September 17, 2021 (United States)",Baked Studios,300,,,https://www.imdb.com/title/tt6372694/?ref_=adv_li_tt
I'm Your Man,"Comedy,Drama,Romance",2021,R,1h 48m,Maria Schrader,"Maria Schrader,Dan Stevens","Maren Eggert,Dan Stevens,Sandra Hüller","September 24, 2021 (United States)",,68,,,https://www.imdb.com/title/tt13087796/?ref_=adv_li_tt
Beckett,"Action,Crime,Drama",2021,TV-MA,1h 50m,Ferdinando Cito Filomarino,"Ferdinando Cito Filomarino,Boyd Holbrook","John David Washington,Boyd Holbrook,Vicky Krieps","August 13, 2021 (United States)",RT Features,653,,,https://www.imdb.com/title/tt10230994/?ref_=adv_li_tt
The Starling,"Comedy,Drama",2021,PG-13,1h 42m,Theodore Melfi,Chris O'Dowd,"Melissa McCarthy,Chris O'Dowd,Kevin Kline","September 24, 2021 (United States)",Entertainment One,250,,,https://www.imdb.com/title/tt5164438/?ref_=adv_li_tt
Paranormal Activity: Next of Kin,"Horror,Mystery,Thriller",2021,R,1h 38m,William Eubank,"Oren Peli,Roland Buck III","Emily Bader,Roland Buck III,Dan Lippert","October 29, 2021 (United States)",Room 101,275,,,https://www.imdb.com/title/tt10515988/?ref_=adv_li_tt
Sardar Udham,"Biography,Crime,Drama",2021,TV-MA,2h 44m,Shoojit Sircar,"Ritesh Shah,Shaun Scott","Vicky Kaushal,Shaun Scott,Stephen Hogan","October 16, 2021 (United States)",,929,,,https://www.imdb.com/title/tt10280296/?ref_=adv_li_tt
Bergman Island,"Drama,Romance",2021,R,1h 52m,Mia Hansen-Løve,Tim Roth,"Vicky Krieps,Tim Roth,Grace Delrue","July 14, 2021 (France)",Dauphin Films,41,,,https://www.imdb.com/title/tt6910282/?ref_=adv_li_tt
Wish Dragon,"Animation,Adventure,Comedy",2021,PG,1h 38m,Chris Appelhans,"Xiaocao Liu,John Cho","Jimmy Wong,John Cho,Constance Wu","June 11, 2021 (United States)",Sparkle Roll Media,181,,,https://www.imdb.com/title/tt5562070/?ref_=adv_li_tt
Last Man Down,"Action,Sci-Fi",2021,R,1h 27m,Fansu Njie,"Daniel Stisen,Olga Kent","Daniel Stisen,Olga Kent,Daniel Nehme","October 19, 2021 (United States)",,237,,,https://www.imdb.com/title/tt12335692/?ref_=adv_li_tt
Stowaway,"Adventure,Sci-Fi,Thriller",2021,TV-MA,1h 56m,Joe Penna,"Ryan Morrison,Daniel Dae Kim","Anna Kendrick,Daniel Dae Kim,Shamier Anderson","April 22, 2021 (United States)",RISE PICTURES,1.3K,,,https://www.imdb.com/title/tt9203694/?ref_=adv_li_tt
Ghost Mansion,"Horror,Mystery,Thriller",2021,,,Jo Ba-Reun,,"Kim Hong-pa,Seo Hyun-woo,Bo-ra Kim","June 30, 2021 (South Korea)",,10,,,https://www.imdb.com/title/tt14895216/?ref_=adv_li_tt
Mother/Android,"Drama,Sci-Fi,Thriller",2021,R,1h 50m,Mattson Tomlin,Algee Smith,"Chloë Grace Moretz,Algee Smith,Raúl Castillo","December 17, 2021 (United States)",,472,,,https://www.imdb.com/title/tt13029044/?ref_=adv_li_tt
The Battle at Lake Changjin,"Action,Drama,History",2021,,,Kaige Chen,"Dante Lam,Jianxin Huang,Jackson Yee","Jing Wu,Jackson Yee,Yihong Duan","September 30, 2021 (China)",Beijing Dengfeng International Culture Communications Company,100,,,https://www.imdb.com/title/tt13462900/?ref_=adv_li_tt
A House on the Bayou,"Horror,Mystery,Thriller",2021,,,Alex McAulay,Paul Schneider,"Angela Sarafyan,Paul Schneider,Lia McHugh","November 19, 2021 (Indonesia)",Epix (I),116,,,https://www.imdb.com/title/tt14405338/?ref_=adv_li_tt
The Story of My Wife,"Drama,Romance",2021,,,Ildikó Enyedi,"Milán Füst,Gijs Naber","Léa Seydoux,Gijs Naber,Louis Garrel","September 23, 2021 (Hungary)",Inforg-M&M Film Kft.,12,,,https://www.imdb.com/title/tt8205028/?ref_=adv_li_tt
Trust,"Drama,Romance,Thriller",2021,,,Brian DeCubellis,"K.S. Bruce,Matthew Daddario","Victoria Justice,Matthew Daddario,Katherine McNamara","March 12, 2021 (United States)",,52,,,https://www.imdb.com/title/tt3986420/?ref_=adv_li_tt
Tollbooth,"Comedy,Crime,Thriller",2021,,,Ryan Andrew Hooper,Annes Elwy,"Michael Smiley,Annes Elwy,Iwan Rheon","August 27, 2021 (United Kingdom)",Great Point Media,15,,,https://www.imdb.com/title/tt6981064/?ref_=adv_li_tt
